true_class,evidence_set_network__ACC,evidence_set_network__BLCA,evidence_set_network__BRCA,evidence_set_network__CESC,evidence_set_network__COAD,evidence_set_network__DLBC,evidence_set_network__GBMLGG,evidence_set_network__HNSC,evidence_set_network__KIPAN,evidence_set_network__KIRC,evidence_set_network__LAML,evidence_set_network__LGG,evidence_set_network__LIHC,evidence_set_network__LUAD,evidence_set_network__LUSC,evidence_set_network__OV,evidence_set_network__PAAD,evidence_set_network__PCPG,evidence_set_network__PRAD,evidence_set_network__SARC,evidence_set_network__SKCM,evidence_set_network__STES,evidence_set_network__TGCT,evidence_set_network__THCA,evidence_set_network__THYM,evidence_set_network__UCEC
BRCA,0.014852933,0.0070967665,0.0663487,0.027542183,0.004260444,0.014122861,0.066086315,0.033607867,0.042905875,0.040450484,0.05142778,0.06826822,0.021376261,0.036374196,0.022471478,0.07337605,0.034785967,0.05229806,0.053469233,0.07563801,0.03376178,0.0060577933,0.041404963,0.06832429,0.035915636,0.007775735
LUSC,0.033469606,0.15622286,0.005712147,0.00734721,0.12724566,0.005558516,0.0060024573,0.0976166,0.0005863477,0.00023245714,0.00022717753,0.004142573,0.028900977,0.11480178,0.14657907,0.01681155,0.12951219,0.0004178309,0.00010406819,0.0024839924,0.012609398,0.06387883,0.0015210647,1.0257037e-05,0.0015229596,0.036482397
THYM,0.0009987637,0.0022884703,5.586529e-05,3.2558193e-05,0.0019303509,8.9982175e-05,1.4262919e-05,0.00058139954,1.3799023e-06,5.3019204e-07,8.723263e-06,5.1215957e-05,0.00041928867,0.00095158024,0.00094851915,8.768842e-05,0.00079305196,4.0305486e-06,6.4068314e-07,2.3421866e-05,0.00023029944,0.98442125,1.940088e-05,7.455363e-08,3.6650177e-05,0.0060105114
BLCA,0.004681575,0.4880568,0.008364156,0.0051810876,0.037026964,0.0062014675,0.018674271,0.083276376,0.00077770284,0.00026905362,0.0007379167,0.016902508,0.02112056,0.04150759,0.040417094,0.045195624,0.092626154,0.0006109475,0.00043726977,0.0075115697,0.010488209,0.055019006,0.0013125007,0.00013041982,0.0017493719,0.011723792
OV,0.023536906,0.0070772837,0.046206642,0.049534313,0.00496762,0.31200328,0.05823714,0.018981298,0.032741904,0.033461176,0.0492116,0.041975502,0.021903964,0.0049771443,0.00517385,0.033068914,0.010147881,0.050545815,0.039383516,0.03339732,0.005142541,0.006321901,0.011447689,0.03598232,0.05946796,0.005104476
GBMLGG,0.1379213,0.01984055,0.031564247,0.037044294,0.04040415,0.04144494,0.16849428,0.047024127,0.03314468,0.06381858,0.006076821,0.016707946,0.03158665,0.087174475,0.03689941,0.03929908,0.01954498,0.0064170524,0.0049263695,0.016132254,0.028825076,0.04303492,0.015770953,0.0011462746,0.008859409,0.016897155
UCEC,0.009150803,0.022748332,0.0039380635,0.033570845,0.020856587,0.1797038,0.002072759,0.042786542,0.002704166,0.0014796702,0.00067452266,0.0021393877,0.022634085,0.023518369,0.037535712,0.0019308947,0.008763855,0.0011878671,0.00038091055,0.0022712608,0.035235055,0.11151405,0.006684841,0.00021937654,0.004089652,0.4222086
SARC,0.020373998,0.035305005,0.04540592,0.02640991,0.008653343,0.014040752,0.0604445,0.030144703,0.07073765,0.0750304,0.03835089,0.052268192,0.027025959,0.01994279,0.044995476,0.05944187,0.02089565,0.041558284,0.051722135,0.043311764,0.021279277,0.02679901,0.07038294,0.052338965,0.029454956,0.01368566
BLCA,0.0020362767,0.13509655,0.002223052,0.0060298056,0.07178171,0.014557799,0.0010213442,0.16022706,0.00047328553,0.00012479615,0.00018356366,0.001094738,0.015103562,0.018219942,0.08320116,0.004389037,0.015853629,0.00011001317,0.00039308117,0.0025300835,0.008241001,0.43586582,0.00044893846,1.0359455e-05,0.00058704446,0.020196415
STES,0.04723763,0.08920781,0.03248172,0.038426183,0.05792152,0.024620943,0.010820279,0.02402588,0.0045002215,0.0118954275,0.0016676612,0.004004265,0.053167798,0.09566908,0.15293393,0.019947255,0.10211163,0.0017981214,0.0028505572,0.009519333,0.04820044,0.114729665,0.02072979,0.00045501796,0.0033014894,0.027776416
DLBC,0.3576457,0.11748612,0.0015713712,0.01730033,0.021709552,0.08006106,0.00022453035,0.025065234,0.00019662625,0.00015879779,0.0009924781,0.0002518643,0.023469498,0.056551136,0.070591606,0.0010372177,0.03517698,0.0018300195,0.00015354331,0.0022284146,0.06973606,0.03540956,0.012003208,1.2210269e-05,0.009175439,0.05996148
SKCM,0.0001491562,0.0028539621,2.1018182e-05,0.0019445985,0.0044031246,0.0036072505,3.9798223e-07,0.00073256466,4.2277406e-07,4.2347356e-08,2.768214e-10,4.855553e-09,0.0008292325,0.008069213,0.0068621705,3.1888913e-08,1.323574e-05,7.1113218e-09,1.1773389e-09,3.5654916e-06,0.9596822,0.00941254,9.3352645e-07,1.7664361e-11,2.0286032e-08,0.0014143317
PRAD,0.070676364,0.009367207,0.06901549,0.07558226,0.0099404445,0.01017322,0.029288039,0.043150213,0.032092873,0.05166742,0.06600122,0.04790667,0.041667882,0.0059620747,0.004392468,0.031039773,0.005016968,0.070722856,0.057348553,0.06755904,0.007106924,0.0027105054,0.052112237,0.055796538,0.08077891,0.0029238472
OV,0.017293872,0.08570528,0.0293417,0.0075470465,0.040957592,0.013146452,0.0045082066,0.10400862,0.00082925364,0.0009998407,0.0016300835,0.005682894,0.05069176,0.072456434,0.06404823,0.077767126,0.15875351,0.0007649854,0.0013442143,0.0053475224,0.10253386,0.07299479,0.018988451,0.00019983099,0.0035638574,0.05889462
KIRC,0.027110076,0.04626296,0.018570593,0.06218097,0.097731486,0.042668737,0.037854888,0.06072337,0.027069792,0.020876402,0.008495339,0.011279093,0.11640286,0.0574139,0.035510685,0.011225275,0.0322247,0.010961949,0.014971873,0.019693643,0.10629869,0.058131415,0.026802022,0.005328447,0.015771892,0.028438987
THCA,0.037686933,0.008253769,0.038228307,0.009465241,0.012544717,0.007653622,0.025680752,0.02113746,0.033213526,0.033638913,0.020069407,0.032360055,0.029021492,0.011576161,0.0032038777,0.02062805,0.01029188,0.41890985,0.025940672,0.026081633,0.0030743706,0.0041581257,0.025745673,0.021828668,0.10339093,0.01621592
BRCA,0.006650352,0.08055203,0.0377774,0.0030311604,0.014345586,0.0107178725,0.073378,0.092558324,0.0038525732,0.002993095,0.0045580138,0.101432845,0.087237485,0.057285428,0.06533112,0.15545161,0.092176765,0.0028519593,0.015931297,0.034493443,0.0033470348,0.037002347,0.003930786,0.0019208136,0.004807372,0.0063853026
CESC,0.035023164,0.031313658,0.03568041,0.052874133,0.02539454,0.021795271,0.045488033,0.015976124,0.040514488,0.040762194,0.04381634,0.05515269,0.04218763,0.01597649,0.082027696,0.04965271,0.043811534,0.045016482,0.03643456,0.060800217,0.010973004,0.0060296943,0.04780527,0.037485905,0.04052998,0.03747784
HNSC,0.006136688,0.07458408,0.064403735,0.05071263,0.033095356,0.012020897,0.0096995765,0.303078,0.00493507,0.0049328934,0.0008363129,0.0072420607,0.01572006,0.043799024,0.23026173,0.002702892,0.008206385,0.00092839415,0.0012718231,0.004792503,0.007016817,0.053651918,0.010829701,0.0007030231,0.0025688396,0.045869615
BRCA,0.0009819422,0.0027234624,0.9580003,0.0018664588,0.0013963023,0.0037103358,0.0009275631,0.0022607038,0.0009401704,0.0013135772,0.00039186561,0.0008776223,0.0022205315,0.002586121,0.002253754,0.0011046034,0.0030533941,0.00057773816,0.0006735583,0.0018607413,0.0034722819,0.0009712628,0.0026583406,0.00024397386,0.0018725081,0.0010608779
COAD,0.17160158,0.077322595,0.013764879,0.010884264,0.36737862,0.013573023,0.006520825,0.036494333,0.0046498575,0.0072733825,0.007575497,0.0093194675,0.010728193,0.007518957,0.012120786,0.008729319,0.0066690543,0.010995508,0.022991052,0.01218042,0.02707493,0.080376096,0.013474316,0.0059168395,0.0534215,0.0014447732
GBMLGG,0.018645002,0.014578822,0.016855145,0.037639406,0.015606319,0.14685068,0.3386094,0.028604131,0.0145749925,0.018127976,0.025044255,0.024820713,0.04011273,0.006276882,0.022957357,0.035755,0.019352553,0.008645456,0.012545787,0.028895134,0.07210772,0.009379754,0.021213776,0.008738737,0.010610396,0.0034518742
PCPG,0.015635634,0.00930791,0.030707564,0.017203031,0.018751683,0.014399729,0.04594116,0.034368057,0.030943312,0.027014999,0.023808701,0.03976928,0.025416737,0.017289924,0.0049646054,0.043113213,0.021646203,0.19763263,0.03348771,0.039222576,0.0075712837,0.016722742,0.04367643,0.0481979,0.16524951,0.027957506
OV,0.04603965,0.0071711587,0.028358635,0.04267814,0.03274981,0.022709064,0.05162595,0.056755643,0.051218376,0.05469343,0.05345237,0.058484137,0.040948123,0.011978351,0.029941402,0.06382291,0.029562993,0.053039417,0.052295506,0.05736428,0.007960052,0.005530693,0.05060245,0.036649317,0.049282182,0.0050860103
KIPAN,0.004316274,0.0025204737,0.0006960123,0.0038862678,0.0026224053,0.005128064,0.0013228238,0.0025288498,0.388011,0.5553004,0.0012312565,0.0011808987,0.002847015,0.0030351554,0.0025444583,0.0011624154,0.0041420665,0.0020506026,0.0011815059,0.001770963,0.0030896158,0.00097079173,0.004190732,0.0008055433,0.0025786434,0.0008858375
LUAD,0.03271682,0.094082825,0.011107912,0.006744071,0.10245484,0.032588296,0.00075717777,0.14306065,0.0008177836,0.00033048756,0.00027138396,0.0036180506,0.01900878,0.10154269,0.05382351,0.0329388,0.0650958,0.00060095405,0.00015864483,0.017562151,0.0794262,0.1825064,0.0025522492,4.4044922e-05,0.0023687081,0.013820804
SKCM,0.05693762,0.09531893,3.6803834e-07,0.0052857357,0.004688403,0.10809592,4.995185e-08,0.0046311133,3.1721182e-08,1.0384696e-08,5.2991123e-08,3.466815e-08,0.004133695,0.09535357,0.012052079,1.2321775e-06,0.0055940305,1.5996129e-06,1.957108e-09,1.4418183e-05,0.45294586,0.11452374,4.8701066e-05,2.0989085e-14,0.00019852466,0.04017425
BRCA,0.047512893,0.08148377,0.025148895,0.04438563,0.05663724,0.08506392,0.028242452,0.06001149,0.04780657,0.025876556,0.002584471,0.0132383695,0.06000659,0.028795496,0.04426679,0.019118065,0.06606901,0.012128381,0.009608522,0.035871003,0.05963749,0.0345759,0.017834129,0.0004950296,0.011203633,0.08239763
KIPAN,0.003419759,0.005512628,0.0027374488,0.0058148433,0.0072913365,0.0071903844,0.00518611,0.0059228446,0.49792758,0.3772835,0.004387332,0.0062721153,0.0055983285,0.0038421142,0.0040890807,0.0061786566,0.007682034,0.004472909,0.00403229,0.0054514185,0.005017883,0.0035957564,0.0058514364,0.0029208267,0.0066940947,0.0056272466
KIRC,0.028251663,0.02402652,0.008960982,0.019917006,0.030458309,0.034263343,0.011381473,0.016638726,0.1218534,0.33431458,0.019763188,0.01635888,0.019763207,0.018322378,0.03325105,0.015549733,0.022483194,0.03515387,0.034929093,0.01761783,0.02735854,0.022990169,0.02206086,0.013645369,0.024702702,0.025984056
THYM,0.0368609,0.002134882,0.02630078,0.053084377,0.001894645,0.029399917,0.057472598,0.05930977,0.012417186,0.059034653,0.053338785,0.05993318,0.053338785,0.0016028057,0.05529984,0.060348086,0.049261462,0.052307535,0.05991619,0.057255466,0.0017999496,0.0014986786,0.049840894,0.05901516,0.043978706,0.0033547087
STES,0.025636742,0.04619226,0.051328693,0.007175047,0.033484776,0.009210404,0.07746478,0.09737038,0.0088481875,0.0028278448,0.0035561281,0.06543697,0.03523667,0.05243091,0.103891976,0.19244288,0.057042662,0.0018148867,0.0017979797,0.031179838,0.017121084,0.04375379,0.0040179496,0.0006095183,0.002166262,0.0279614
LUAD,0.012115795,0.045600977,0.005724646,0.089745544,0.04567315,0.018774793,0.0025539945,0.032586996,0.00095523446,0.0009968048,0.0009371334,0.0024006953,0.038193293,0.109413415,0.0892335,0.002720518,0.03256789,0.002153997,0.003143298,0.0037347276,0.35998142,0.060489714,0.0033001176,0.00012857608,0.0024065166,0.034467183
PRAD,0.022665484,0.035192378,0.047220264,0.05618992,0.0035142598,0.03267643,0.044853866,0.0074540493,0.056944806,0.051976424,0.032738153,0.0379553,0.054935783,0.05774596,0.011204758,0.06486551,0.05108059,0.033534963,0.05722282,0.03345251,0.10371873,0.0075616376,0.03564756,0.020680502,0.03746805,0.0014992951
TGCT,0.043467022,0.008202722,0.084472865,0.04325922,0.010761426,0.017408552,0.060867473,0.032120116,0.041075036,0.050603174,0.05134781,0.024966743,0.039673567,0.024603436,0.012253318,0.04981467,0.023731396,0.025068894,0.031051405,0.042265028,0.006988005,0.039692894,0.1822499,0.020669717,0.027790342,0.005595259
KIPAN,0.012431888,0.006896253,0.006246118,0.027601052,0.0058711553,0.010915259,0.0040153894,0.010619017,0.58250827,0.12517416,0.010290793,0.013797683,0.008137338,0.014544081,0.008927743,0.009866304,0.015164795,0.014175606,0.0089209005,0.015215571,0.0047542616,0.009835928,0.039729975,0.009372246,0.015475749,0.009512501
STES,0.008889182,0.113736115,0.022877762,0.0049591786,0.10309139,0.005674153,0.05226923,0.07516527,0.00320613,0.0010335427,0.0018657729,0.02656955,0.04130285,0.095521644,0.09552511,0.10134217,0.06420563,0.00241971,0.0015566059,0.013655592,0.0078350715,0.055856984,0.0036041625,0.00018197724,0.0038828228,0.093772456
SKCM,0.051661387,0.05330564,0.00046413924,0.010097214,0.0051425607,0.044075783,5.1672298e-05,0.020708973,1.9481784e-05,1.4068528e-05,2.138764e-05,1.4331919e-05,0.008617197,0.016213506,0.07019595,0.000121607154,0.0093676,8.053188e-05,9.119432e-06,0.0011279214,0.6556981,0.021159392,0.0009314972,1.0668439e-07,0.0005929953,0.030307753
KIRC,0.016106617,0.00728513,0.0057648537,0.01075257,0.031636685,0.022575565,0.014339767,0.013869186,0.009116563,0.0070603616,0.0034076325,0.0115243485,0.010394362,0.035420965,0.017082026,0.006545912,0.009176641,0.003958653,0.00817941,0.010138497,0.06985307,0.017900772,0.0091858525,0.63581747,0.005151374,0.0077557135
LIHC,0.01312977,0.081414245,0.011566449,0.00307093,0.07047773,0.00819234,0.02934625,0.04972037,0.0025989972,0.0018458557,0.001057337,0.0292963,0.27243856,0.02843622,0.024777316,0.07091141,0.049589895,0.0011806983,0.001684489,0.009945607,0.0030466223,0.034075495,0.0013933032,0.00060357735,0.0011641417,0.19903605
SARC,0.047551617,0.024587642,0.05457296,0.04095148,0.015420192,0.022827469,0.051422495,0.04589299,0.044624306,0.0589319,0.04681836,0.040482707,0.015862947,0.01207749,0.028895482,0.050376162,0.050197713,0.03878063,0.034457996,0.052283593,0.105220504,0.012222367,0.030606072,0.03484855,0.03791667,0.002169729
LIHC,0.030673351,0.029127706,0.0051040556,0.0566841,0.034819238,0.038229033,0.0006581681,0.007949035,0.0029329697,0.0016980103,0.00033730647,0.0008024077,0.5481553,0.028064867,0.046083365,0.00077559805,0.005030419,0.0009575431,0.00054051937,0.0028024493,0.035927944,0.026400482,0.0030896903,5.3036336e-05,0.0021556765,0.09094764
KIPAN,0.01781503,0.016466886,0.005734353,0.013697184,0.011759636,0.012406913,0.007954018,0.011759636,0.16925177,0.5280248,0.013607428,0.01161916,0.013563217,0.012761376,0.012910277,0.011127694,0.0151794385,0.014026112,0.010869987,0.012377186,0.010163821,0.012998092,0.014996785,0.009758543,0.016826665,0.012343968
PCPG,0.021774288,0.06461535,0.037711374,0.03453451,0.022731394,0.015117515,0.08670671,0.04947616,0.04169045,0.024074981,0.028492766,0.038723912,0.02638004,0.027071139,0.054971788,0.052816495,0.038943548,0.03135608,0.046238873,0.058116198,0.033086926,0.03528152,0.046944577,0.040158812,0.02755886,0.015425757
PCPG,0.02728149,0.009332435,0.026661908,0.025490835,0.014708494,0.019090496,0.017945968,0.015102874,0.02995364,0.03429255,0.02539105,0.023043929,0.01326213,0.024437018,0.0009613301,0.0154371895,0.01917567,0.30232882,0.032015007,0.023956988,0.029060874,0.03372675,0.02606051,0.020088369,0.16719824,0.023995431
KIRC,0.04951577,0.03038726,0.009989549,0.025585087,0.030552937,0.04600962,0.012539917,0.022415534,0.15550423,0.2705946,0.006322263,0.020860802,0.025366211,0.030405015,0.028741298,0.024548955,0.021877106,0.022043286,0.009223861,0.01830602,0.052527796,0.02370757,0.021959295,0.006590447,0.015636802,0.018788837
KIPAN,0.010941499,0.017712416,0.017990865,0.012577874,0.009597976,0.016903996,0.007840368,0.0174346,0.19151232,0.4636705,0.008068477,0.009310863,0.019144712,0.013895228,0.012070786,0.016514141,0.01961572,0.022074541,0.024786437,0.010385179,0.010729403,0.024957675,0.008278801,0.005861213,0.020871261,0.0072531225
GBMLGG,0.010166415,0.0927336,0.12956898,0.0047762445,0.068405256,0.0044489633,0.25634402,0.10227677,0.0014780073,0.0015261908,0.0016205751,0.04758361,0.02315407,0.035844006,0.0873132,0.021239199,0.01763262,0.0010977042,0.0015277985,0.008754294,0.0056358934,0.026154533,0.0019482988,0.0002560453,0.00127474,0.04723904
STES,0.022918075,0.037824113,0.025052981,0.050577063,0.10312328,0.0779375,0.026519405,0.0726108,0.010132079,0.012098171,0.00393597,0.00728478,0.06489483,0.069042884,0.03700356,0.008516203,0.025596714,0.0035525765,0.012127743,0.011943524,0.15460911,0.068497,0.010238067,0.0012643407,0.009322909,0.07337632
SARC,0.04791747,0.002446436,0.007929462,0.006849308,0.006012857,0.01954811,0.17847435,0.0060968637,0.006919377,0.005661986,0.0046800454,0.3965083,0.0036397274,0.008259646,0.004495074,0.0076753646,0.0057218038,0.004677649,0.0077741905,0.23990561,0.00104802,0.0030131638,0.006275402,0.007493205,0.0052869157,0.0056896233
LGG,0.005586616,0.0048990804,0.021046221,0.017716201,0.00757969,0.0035020583,0.072809935,0.015892887,0.0078844195,0.0053794202,0.0031721664,0.55342776,0.015261754,0.04999324,0.01597678,0.101064555,0.006435398,0.0049656034,0.0068014855,0.01981461,0.016948996,0.010863333,0.0046796575,0.0038803918,0.0031152023,0.021302672
CESC,0.022262583,0.029589772,0.041650746,0.023131866,0.0030516707,0.007751574,0.038659047,0.045332834,0.09988553,0.04410867,0.047474783,0.04485832,0.06809161,0.029428683,0.0118630575,0.04366442,0.031606596,0.047922958,0.04718623,0.052983973,0.008427697,0.031517472,0.034669265,0.040484536,0.047220923,0.05717521
GBMLGG,0.004167234,0.05101445,0.020755725,0.008508761,0.051341772,0.008245238,0.056043655,0.039284583,0.003673041,0.0011404981,0.0007520852,0.007112374,0.016065031,0.06636537,0.12073029,0.042991996,0.019721605,0.00016100446,0.0022508032,0.0046239323,0.03593441,0.045649767,0.00040866248,0.00013971012,0.0013875217,0.3915305
THCA,0.035307974,0.039103385,0.048523143,0.04451034,0.023247903,0.021445813,0.04836627,0.03465754,0.04832794,0.04563259,0.051520057,0.056930996,0.031889286,0.025532056,0.005291553,0.056531176,0.048305467,0.051315088,0.045821566,0.058494523,0.015685609,0.022633668,0.04189859,0.03956903,0.04259838,0.016860023
UCEC,0.033779263,0.11065574,0.00019814723,0.051671244,0.04217687,0.05515194,0.0006266063,0.069980174,8.512767e-05,2.9991716e-05,6.825441e-05,0.00021595991,0.00648811,0.038579732,0.08845988,5.9588678e-05,0.0065084426,0.00011562433,2.2375758e-05,0.0012821152,0.012783526,0.06489202,0.0025842716,3.107867e-07,0.0019216053,0.41166314
ACC,0.8466381,0.006537818,0.0020475935,0.0006282383,0.0008007594,0.00085694314,0.034273904,0.0004427271,0.0007539492,0.0007090625,0.0005988244,0.035200235,0.0033773598,0.009990777,0.00081890926,0.0071568363,0.0007816062,0.029613977,0.0006422919,0.008178139,0.0042165876,0.002619068,0.00073663046,0.0006326861,0.00062081753,0.00112622
LUSC,0.016013267,0.2282113,0.003810096,0.0082736835,0.18890975,0.022179361,0.0012322123,0.07706698,0.00093135063,0.00026065245,0.0005837928,0.0044739395,0.038237926,0.0772069,0.10931564,0.010724701,0.02932573,0.001541466,0.0003003532,0.006335193,0.045292605,0.06486931,0.002235168,3.7646067e-05,0.0022529424,0.060378034
BRCA,0.055812918,0.04407766,0.083571665,0.047477517,0.018253334,0.023679318,0.029010013,0.05605067,0.055121124,0.05339632,0.015974684,0.056766815,0.06568187,0.033876933,0.069466636,0.019036865,0.025102997,0.018166255,0.018621946,0.056582335,0.036387578,0.020058872,0.040614583,0.011691431,0.027086351,0.018433385
LUAD,0.037054297,0.056813367,0.0011339274,0.016649598,0.03446396,0.03023981,0.00058210146,0.04420572,6.887262e-05,4.3844324e-05,3.8038972e-06,0.00015959608,0.054805208,0.26359525,0.27810663,0.002306304,0.014663235,2.3423959e-06,9.437642e-06,0.0012094284,0.02400251,0.092050776,0.00032442113,4.3775137e-07,0.000121591,0.047383454
PRAD,0.02345857,0.015239552,0.06483125,0.047863517,0.0033263029,0.005144752,0.096281625,0.0042805956,0.042561326,0.05261355,0.06470708,0.05557232,0.017727692,0.009860384,0.0046784277,0.05758087,0.051761545,0.07017662,0.04732364,0.029786406,0.012297233,0.0039496943,0.07554632,0.05790482,0.083733544,0.0017924632
LIHC,0.09682144,0.052561674,0.049123526,0.048770513,0.05026089,0.03751485,0.015149333,0.06618812,0.013881955,0.011410684,0.005124839,0.008191233,0.057900902,0.046777964,0.09383737,0.016299998,0.05321638,0.009439806,0.010070583,0.015124862,0.070810564,0.08513659,0.014566855,0.0021048747,0.024426946,0.04528726
LGG,0.029894019,0.01615663,0.014054216,0.0011506533,0.0010532994,0.0035505898,0.20518333,0.0083162375,0.0014656958,0.0011663077,0.004638743,0.3617775,0.0064512175,0.0216671,0.009205444,0.17849474,0.0037644585,0.059651665,0.0027139874,0.024407234,0.03133121,0.009029599,0.0017647945,0.00037481662,0.0019164794,0.00082007115
